counterfeit_smiles,parent_smiles,category,similarity_to_parent,qed,sa_score,p_counterfeit,n_edited_atoms,edited_atoms
CO[N+](=O)c1cccc(C(=O)OCC(CNC(C)(C)C)Oc2ccccc2)c1,CC(C)(C)NCC(O)COC(=O)c1cccc([N+](=O)[O-])c1,evolved,0.44,0.523,3.14,,7,0 21 22 23 24 25 26
COCC[C@@H]1[C@@H]([C@@]2(C)CC[C@H](O[C@H]3O[C@@H](C)[C@H](C)[C@@H](C)[C@H]3O)C[C]2O)CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,C[C@@H]1O[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,evolved,0.402,0.387,5.47,,22,0 1 2 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
C[C@@H]1[C@@H](C)[C@H](C)O[C@H](O[C@H]2CC[C@](C)([C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3Cl)[C](O)C2)[C@@H]1O,C[C@@H]1O[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,evolved,0.427,0.357,5.45,,20,0 1 2 3 4 5 6 7 8 9 10 11 12 13 31 32 33 34 35 36
C[C@@H]1O[C@H](OO)[C@H](O)[C@H](C[C@@H]2[C@@H](C)CC[C@]3(C)[C@@H](C4=CC(=O)OC4)CC[C@]23O)[C@H]1O,C[C@@H]1O[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,evolved,0.405,0.304,5.27,,12,0 1 2 3 4 5 6 7 8 12 28 29
CCC[C@@H]1COC[C@H](n2cnc3c(=O)[nH]c(CC)nc32)O1,Nc1nc2c(ncn2[C@H]2COC[C@@H](CO)O2)c(=O)[nH]1,evolved,0.512,0.921,3.69,,4,0 1 16 17
CCc1nc2c(ncn2[C@H]2COC[C@@H](CN3CCCC3)O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2COC[C@@H](CO)O2)c(=O)[nH]1,evolved,0.472,0.886,3.61,,7,0 1 15 16 17 18 19
CCc1nc2c(ncn2[C@H]2COC[C@@H](Cc3ccccc3)O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2COC[C@@H](CO)O2)c(=O)[nH]1,evolved,0.462,0.784,3.45,,8,0 1 15 16 17 18 19 20
CC1CCN(CN(C)S(=O)(=O)c2ccc(O)c(Cl)c2)CC1,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,evolved,0.412,0.919,2.44,,8,0 1 2 3 4 15 19 20
CC(C)N(C)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,evolved,0.476,0.854,1.94,,0,
COc1ccc(NC(=O)Nc2cc(C)ccc2F)c(F)c1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)c(F)c2)ccn1,evolved,0.545,0.9,1.75,,1,0
CNC(=O)c1cc(Oc2ccc(F)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)c(F)c2)ccn1,evolved,0.566,0.926,2.03,,1,12
CNC(=O)c1cc(Oc2ccc(C)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)c(F)c2)ccn1,evolved,0.551,0.923,2.01,,1,12
Cc1ccc(F)c(NC(=O)Nc2ccc(F)cc2F)c1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)c(F)c2)ccn1,evolved,0.487,0.855,1.75,,1,15
Cc1ccc(F)c(NC(=O)Nc2cc(C)ccc2F)c1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)c(F)c2)ccn1,evolved,0.471,0.847,1.74,,1,14
CNC(=O)Nc1cc(C)ccc1F,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)c(F)c2)ccn1,evolved,0.432,0.684,1.72,,1,0
Nc1ncnc2c1ncn2C1COC(CCN2CCCC2)C1,Nc1ncnc2c1ncn2C1COC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1,evolved,0.5,0.914,3.39,,6,15 16 17 18 19 20
Nc1ncnc2c1ncn2C1COC(Cc2ccccc2)C1,Nc1ncnc2c1ncn2C1COC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1,evolved,0.505,0.799,3.23,,6,15 16 17 18 19 20
O=CCCC1=Nc2ccccc2Sc2ccccc21,O=CCCCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,evolved,0.415,0.778,2.62,,4,0 1 2 3
O=CCCCCNC1=Nc2ccccc2Sc2ccccc21,O=CCCCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,evolved,0.437,0.665,2.55,,7,0 1 2 3 4 5 6
C=CCN1C(=O)NC(c2ccc(CC)cc2)(c2ccccc2OC)C1=O,C=CCN1C(=O)NC(c2ccc(I)cc2)(c2ccc(I)cc2)C1=O,evolved,0.413,0.643,2.9,,4,12 13 22 23
C=CCN1C(=O)NC(c2ccccc2)(c2ccc(I)cc2)C1=O,C=CCN1C(=O)NC(c2ccc(I)cc2)(c2ccc(I)cc2)C1=O,evolved,0.86,0.471,2.89,,0,
COc1ccccc1CN1C(=O)NC(c2ccc(F)cc2)(c2ccc(I)cc2)C1=O,C=CCN1C(=O)NC(c2ccc(I)cc2)(c2ccc(I)cc2)C1=O,evolved,0.408,0.403,2.8,,9,0 1 2 3 4 5 6 7 18
COc1ccccc1CN1C(=O)NC(c2ccc(I)cc2)(c2ccc(I)cc2)C1=O,C=CCN1C(=O)NC(c2ccc(I)cc2)(c2ccc(I)cc2)C1=O,evolved,0.449,0.325,2.51,,8,0 1 2 3 4 5 6 7
COCN1CCc2ccc3sc4ccccc4c3c2C1,COC(=N)N1CCc2ccc3sc4ccccc4c3c2C1,evolved,0.587,0.704,2.54,,0,
CCN1CCc2ccc3sc4ccccc4c3c2C1,COC(=N)N1CCc2ccc3sc4ccccc4c3c2C1,evolved,0.575,0.63,2.33,,1,0
c1ccc(CN2CCc3ccc4sc5ccccc5c4c3C2)cc1,COC(=N)N1CCc2ccc3sc4ccccc4c3c2C1,evolved,0.506,0.462,2.15,,6,0 1 2 3 22 23
COC1N=C(c2cccc(F)c2)c2cc(C)ccc2NC1=O,O=C1Nc2ccc([N+](=O)[O-])cc2C(c2cccc(F)c2)=NC1F,evolved,0.429,0.927,2.93,,3,0 1 15
Nc1nc2c(ncn2Cc2ccccc2)c(=O)[nH]1,Nc1nc2c(ncn2COCCON=C2CCCC2)c(=O)[nH]1,evolved,0.402,0.692,2.17,,6,9 10 11 12 13 14
Nc1nc2c(ncn2CC(F)(F)Cl)c(=O)[nH]1,Nc1nc2c(ncn2COCCON=C2CCCC2)c(=O)[nH]1,evolved,0.412,0.76,3.13,,4,9 10 11 12
CC(ON=C1CCCC1)n1cnc2c(=O)[nH]c(N)nc21,Nc1nc2c(ncn2COCCON=C2CCCC2)c(=O)[nH]1,evolved,0.448,0.817,3.68,,7,0 3 4 5 6 7 8
CC(C)CNC(=O)c1ccccc1Br,O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccccc1Br,evolved,0.407,0.885,1.62,,2,0 2
O=C(NC(=O)c1ccccc1Br)c1ccccc1,O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccccc1Br,evolved,0.4,0.867,1.55,,7,0 12 13 14 15 16 17
CC(=O)OC(C)(C)c1cc(CO)cc2c1OCC2(C)C,CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,evolved,0.409,0.864,2.99,,5,0 1 2 3 11
CC(C)(C)c1cc(CO)cc2c1OCC2(C)C,CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,evolved,0.509,0.809,2.69,,1,8
CCOC(C)(C(C)=O)c1cc(CO)cc2c1OCC2(C)C,CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,evolved,0.412,0.906,3.65,,6,0 1 2 6 7 12
O=C(O)c1ccc(Cc2cc(C3CCCC3)c3c(c2Cl)OCC3)cc1,OC[C@H]1O[C@@H](c2cc(Cc3ccc(OC4CCCC4)cc3)c(Cl)c3c2CCO3)[C@H](O)[C@@H](O)[C@@H]1O,evolved,0.406,0.816,2.47,,3,0 1 2
CCC[C@@]1(C)C(C)=CC[C@]2(O)[C@@H]1C(=O)[C@@H]1O[C@H](C)[C@@H]3CC[C@@]2(O)[C@]13C,CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@]4(O)[C@@H]3C(=O)[C@@H]3O[C@H](C)[C@@H]5CC[C@@]4(O)[C@]35C)C2)O[C@H](C)[C@@H]1O,evolved,0.404,0.753,5.34,,4,0 1 4 6
C[C@H]1O[C@H]2C(=O)[C@@H]3[C@@]4(C)CC[C@H](Oc5ccccc5)CC4=CC[C@@]3(O)[C@@]3(O)CC[C@@H]1[C@@]23C,CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@]4(O)[C@@H]3C(=O)[C@@H]3O[C@H](C)[C@@H]5CC[C@@]4(O)[C@]35C)C2)O[C@H](C)[C@@H]1O,evolved,0.613,0.687,5.0,,1,18
C[C@H]1O[C@H]2C(=O)[C@@H]3[C@@]4(C)CC[C@H](C(=O)NCc5ccccc5)CC4=CC[C@@]3(O)[C@@]3(O)CC[C@@H]1[C@@]23C,CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@]4(O)[C@@H]3C(=O)[C@@H]3O[C@H](C)[C@@H]5CC[C@@]4(O)[C@]35C)C2)O[C@H](C)[C@@H]1O,evolved,0.475,0.578,4.93,,10,12 13 14 15 16 17 18 19 20 21
O=C(CC(=O)NC1CCSC1=O)Cc1ccccc1,CCCCCCCCCC(=O)CC(=O)NC1CCSC1=O,evolved,0.456,0.825,2.8,,6,13 14 15 16 17 18
CCCCCCCCCC(=O)CC(=O)Nc1cccs1,CCCCCCCCCC(=O)CC(=O)NC1CCSC1=O,evolved,0.4,0.471,2.27,,2,18 19
c1ccc(C(c2ccccc2)C2CCCCN2)cc1,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,evolved,0.464,0.87,2.41,,6,5 6 7 8 9 10
c1ccc(OC(c2ccccc2)C2CCCCN2)cc1,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,evolved,0.415,0.905,2.75,,7,0 1 2 3 4 18 19
Cc1ccc(Cc2ccc(/C=C/C(=O)O)cc2)cc1,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,evolved,0.407,0.843,1.69,,7,0 1 2 3 4 17 18
O=C(O)/C=C/c1ccc(Cc2ccccc2)cc1,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,evolved,0.414,0.829,1.62,,6,10 11 12 13 14 15
C[C@H](C(=O)O)c1ccc(Cc2ccc(F)cc2)cc1,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,evolved,0.429,0.909,2.13,,2,13 14
Cc1ccc(Cc2ccc([C@H](C)C(=O)O)cc2)cc1,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,evolved,0.436,0.901,2.11,,2,0 1
C[C@H](C(=O)O)c1ccc(Cc2ccccc2)cc1,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,evolved,0.436,0.888,2.03,,1,13
CC(=O)Nc1ccc(/C=C/c2ccc(N3CCOCC3)cc2)cc1,CC(=O)Nc1ccc(/C=C/c2ccc(C(C)(C)C)cc2)cc1,evolved,0.483,0.874,1.91,,6,14 15 16 17 18 19
CC(=O)Nc1ccc(/C=C/c2ccccc2)cc1,CC(=O)Nc1ccc(/C=C/c2ccc(C(C)(C)C)cc2)cc1,evolved,0.609,0.808,1.57,,0,
CC(=O)Nc1ccc(C)cc1,CC(=O)Nc1ccc(/C=C/c2ccc(C(C)(C)C)cc2)cc1,evolved,0.4,0.649,1.21,,0,
CCCC(C)C1(CC(C)C)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,evolved,0.643,0.593,3.64,,2,8 9
CCCC(C)C1(CCC)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,evolved,0.659,0.582,3.63,,1,8
NC(=O)c1cc(COc2ccc(F)cc2)ccn1,NC(=O)c1cc(COc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,evolved,0.5,0.896,1.82,,1,12
Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1,NC(=O)c1cc(COc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,evolved,0.481,0.77,1.77,,1,0
CCOC(=O)C(c1ccccc1)C(C)CC,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1.[Br-],evolved,0.5,0.711,2.51,,2,0 1
CCC(C)C(C(=O)OC(C)C)c1ccccc1,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1.[Br-],evolved,0.5,0.725,2.66,,3,8 9 10
CCC(C)C(C(=O)OC(C)[C@@H]1CCNC1)c1ccccc1,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1.[Br-],evolved,0.44,0.816,3.49,,7,8 9 10 11 12 13 14
CSC[C@@H]1CN=C(Nc2ccc(Cl)cc2Cl)N1,NCC[C@@H]1CN=C(Nc2ccc(Cl)cc2Cl)N1,evolved,0.635,0.898,3.39,,2,0 1
Clc1ccc(NC2=NC[C@@H](c3cccc(-c4ccccc4)c3)N2)c(Cl)c1,NCC[C@@H]1CN=C(Nc2ccc(Cl)cc2Cl)N1,evolved,0.432,0.603,2.78,,12,10 11 12 13 14 15 16 17 18 19 20 21
COc1cc(NC(=O)c2cccs2)ccc1Cl,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)C,evolved,0.405,0.922,1.72,,3,0 1 16
CCOc1ccc(NC(=O)c2cccs2)cc1OC,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)C,evolved,0.452,0.911,1.7,,2,17 18
CC(C)Oc1ccc2[nH]c(C(=O)c3cccnc3)cc2c1,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1cccnc1,evolved,0.519,0.743,2.2,,3,0 2 17
O=C(c1ccccc1)c1cc2ccccc2[nH]1,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1cccnc1,evolved,0.413,0.661,1.7,,0,
O=C(c1cccnc1)c1cc2ccccc2[nH]1,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1cccnc1,evolved,0.569,0.677,1.98,,1,7
CC(Cc1cc2ccccc2[nH]1)OC(=O)c1cccnc1,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1cccnc1,evolved,0.411,0.746,2.69,,11,0 1 12 13 14 15 16 17 18 19 20
O=C(Oc1ccccc1)c1cccnc1,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1cccnc1,evolved,0.425,0.55,1.53,,0,
COc1cc(-c2nc3ccccc3s2)ccc1O,Nc1ccc(-c2nc3ccccc3s2)cc1I,evolved,0.477,0.761,1.82,,3,0 1 17
CCNc1ccc(-c2nc3ccccc3s2)cc1OC,Nc1ccc(-c2nc3ccccc3s2)cc1I,evolved,0.437,0.771,1.93,,4,0 1 18 19
CS(=O)(=O)c1ccc(-c2nc3ccccc3s2)cc1,Nc1ccc(-c2nc3ccccc3s2)cc1I,evolved,0.452,0.726,1.78,,4,0 1 2 3
COc1ccc(-c2nc3ccccc3s2)cc1,Nc1ccc(-c2nc3ccccc3s2)cc1I,evolved,0.467,0.677,1.58,,2,0 1
Oc1ccc(-c2nc3ccccc3s2)cc1,Nc1ccc(-c2nc3ccccc3s2)cc1I,evolved,0.491,0.688,1.7,,1,0
CCC(=O)NCc1ccc(OC)cc1,CCOc1ccc2nc(SCC(=O)NCc3ccc(OC)cc3)[nH]c2c1,evolved,0.4,0.79,1.43,,1,0
CCOc1ccc2nc(NC(=O)CC)[nH]c2c1,CCOc1ccc2nc(SCC(=O)NCc3ccc(OC)cc3)[nH]c2c1,evolved,0.424,0.851,2.06,,5,9 10 11 12 13
O=C(O)CCC1(c2ccc(F)cc2)OCc2cc(F)ccc21,N#Cc1ccc2c(c1)COC2(CCCNC(=O)C(F)(F)F)c1ccc(F)cc1,evolved,0.437,0.938,2.93,,3,0 2 18
N#Cc1ccc2c(c1)COC2(c1ccc(F)cc1)c1ccc(F)cc1,N#Cc1ccc2c(c1)COC2(CCCNC(=O)C(F)(F)F)c1ccc(F)cc1,evolved,0.417,0.683,2.52,,7,18 19 20 21 22 23 24
Nc1nc2ncn(CCCc3cccc(Cl)c3)c2c(=O)[nH]1,Nc1nc2ncn(CC(O)CO)c2c(=O)[nH]1,evolved,0.412,0.771,2.5,,7,10 11 12 13 14 15 16
CC(C)C(C)OCn1cnc2nc(N)[nH]c(=O)c21,Nc1nc2ncn(CC(O)CO)c2c(=O)[nH]1,evolved,0.507,0.834,3.59,,6,0 1 2 3 4 5
COc1cc(C)c2cc3c(cc2n1)NC(C)(C)CC3,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,evolved,0.459,0.845,2.75,,1,0
Cc1cc(Oc2ccccc2)nc2cc3c(cc12)CCC(C)(C)N3,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,evolved,0.405,0.68,2.56,,6,5 6 7 8 9 10
Cc1cc(-c2ccccc2)nc2cc3c(cc12)CCC(C)(C)N3,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,evolved,0.42,0.655,2.44,,6,4 5 6 7 8 9
CC1(C)CCc2cc3c(-c4ccccc4)cc(-c4ccccc4)nc3cc2N1,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,evolved,0.415,0.428,2.36,,12,9 10 11 12 13 14 17 18 19 20 21 22
COC1C=C(C(=O)Cc2ccccc2)CC(N)C1NC(=O)CF,CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(=O)CF,evolved,0.436,0.817,3.73,,7,7 8 9 10 11 12 13
CCC(=O)C1=CC(Oc2ccc(Cl)cc2)C(NC(=O)CF)C(N)C1,CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(=O)CF,evolved,0.42,0.82,3.86,,9,0 1 8 9 10 11 12 13 14
NC1=Nc2ccc(F)cc2Nc2sc(CCCF)cc21,CCc1cc2c(s1)Nc1cc(F)ccc1N=C2N,evolved,0.687,0.902,3.17,,2,16 17
CCCCc1cc2c(s1)Nc1cc(F)ccc1N=C2NC(C)=O,CCc1cc2c(s1)Nc1cc(F)ccc1N=C2N,evolved,0.435,0.87,2.9,,5,0 1 20 21 22
COCc1cc2c(s1)Nc1cc(F)ccc1N=C2N,CCc1cc2c(s1)Nc1cc(F)ccc1N=C2N,evolved,0.75,0.886,3.06,,2,0 1
NC1=Nc2ccc(F)cc2Nc2sc(Cc3ccccc3)cc21,CCc1cc2c(s1)Nc1cc(F)ccc1N=C2N,evolved,0.648,0.725,2.7,,6,15 16 17 18 19 20
Cc1c(F)cc2c(=O)c(C(=O)O)cn(C3CCCCC3)c2c1F,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,evolved,0.528,0.915,2.44,,1,0
O=C(O)c1cn(C2CCCCC2)c2c(F)c(-c3ccccc3)c(F)cc2c1=O,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,evolved,0.474,0.68,2.34,,6,16 17 18 19 20 21
CN1CCC(COc2cccc3ncnc(CCO)c23)CC1,CN1CCC(COc2cccc3ncnc(Nc4c(Cl)ccc5c4OCO5)c23)CC1,evolved,0.451,0.914,2.52,,3,16 17 18
CCc1ncnc2cccc(OCC3CCN(C)CC3)c12,CN1CCC(COc2cccc3ncnc(Nc4c(Cl)ccc5c4OCO5)c23)CC1,evolved,0.469,0.865,2.41,,2,0 1
O=C1C(O)=C(c2ccccc2)CN1Cc1cccs1,CC(C)(C)OC(=O)C1=C(O)C(=O)N(Cc2cccs2)C1,evolved,0.451,0.932,2.34,,6,5 6 7 8 9 10
O=C(N/N=C/c1ccc([N+](=O)OC(=O)[N+](=O)[O-])o1)C1CC1,NNC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,evolved,0.408,0.482,3.36,,8,12 13 14 15 16 18 19 20
O=C(N/N=C/c1ccc([N+](=O)[N+](=O)[O-])o1)C1CC1,NNC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,evolved,0.453,0.359,3.11,,6,11 12 13 15 16 17
CCc1cc(Br)cc2nc(C)c(O)nc12,O=P(O)(O)Cc1cc(Br)cc2nc(O)c(O)nc12,evolved,0.4,0.864,2.72,,2,0 10
COCCc1cc2c(s1)Nc1cc(F)ccc1N=C2N1CCCCC1,COCC[C@H]1CN(C2=Nc3ccc(F)cc3Nc3sc(C(C)C)cc32)CCN1,evolved,0.449,0.863,2.84,,3,0 1 22
CN1CCN(c2cc3c(cc2F)c(=O)c(C(N)=O)cn3C)CC1,C=CCNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,evolved,0.476,0.877,2.35,,2,16 20
CCNn1cc(C(=O)O)c(=O)c2cc(F)c(C)cc21,C=CCNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,evolved,0.434,0.885,2.61,,1,16
CSn1cc(C(N)=O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,C=CCNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,evolved,0.471,0.898,2.86,,3,0 1 6
CN1CCN(c2cc3c(cc2F)c(=O)c(-c2ccccc2)cn3C)CC1,C=CCNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,evolved,0.402,0.71,2.22,,7,15 16 17 18 19 20 23
CNCCN1C(=O)C(OCl)C(c2ccccc2)Sc2ccccc21,COc1ccc(C2Sc3ccccc3N(CCNC(=O)C(F)(F)F)C(=O)C2OC(C)=O)cc1,evolved,0.439,0.882,3.35,,1,9
CON1C(=O)C(OC(C)=O)C(c2ccccc2)Sc2ccccc21,COc1ccc(C2Sc3ccccc3N(CCNC(=O)C(F)(F)F)C(=O)C2OC(C)=O)cc1,evolved,0.427,0.8,3.25,,2,0 1
COc1ccc(C2Sc3ccccc3N(CC(C)=O)C(=O)C2OC(C)=O)cc1,COc1ccc(C2Sc3ccccc3N(CCNC(=O)C(F)(F)F)C(=O)C2OC(C)=O)cc1,evolved,0.648,0.718,3.14,,2,17 18
COc1ccc(C2Sc3ccccc3N(CC(C)C)C(=O)C2OC(C)=O)cc1,COc1ccc(C2Sc3ccccc3N(CCNC(=O)C(F)(F)F)C(=O)C2OC(C)=O)cc1,evolved,0.633,0.695,3.1,,2,17 18
CC(=O)OC1C(=O)N(c2ccccc2)c2ccccc2SC1c1ccccc1,COc1ccc(C2Sc3ccccc3N(CCNC(=O)C(F)(F)F)C(=O)C2OC(C)=O)cc1,evolved,0.404,0.583,2.97,,6,8 9 10 11 12 13
CCCC(=O)NC(=O)c1c2n(c3ccccc13)Cc1ccccc1-2,CCCC(=O)NCCc1c2n(c3ccccc13)Cc1ccccc1-2,evolved,0.5,0.626,2.29,,7,0 1 2 3 4 5 7
O=C(O)c1c2n(c3ccccc13)Cc1ccccc1-2,CCCC(=O)NCCc1c2n(c3ccccc13)Cc1ccccc1-2,evolved,0.456,0.562,2.1,,2,0 2
CCCCNC(=O)c1c2n(c3ccccc13)Cc1ccccc1-2,CCCC(=O)NCCc1c2n(c3ccccc13)Cc1ccccc1-2,evolved,0.483,0.563,2.16,,6,0 1 2 3 4 6
Cc1c2n(c3ccccc13)Cc1ccccc1-2,CCCC(=O)NCCc1c2n(c3ccccc13)Cc1ccccc1-2,evolved,0.434,0.421,2.06,,0,
c1ccc(Cc2c3n(c4ccccc24)Cc2ccccc2-3)cc1,CCCC(=O)NCCc1c2n(c3ccccc13)Cc1ccccc1-2,evolved,0.512,0.418,2.04,,6,0 1 2 3 21 22
CN1CC[C@H](C(=O)Cc2ccccc2)[C@@H](c2ccccc2)C1,COC(=O)[C@H]1CCN(C)C[C@@H]1c1ccccc1,evolved,0.556,0.859,2.73,,7,7 8 9 10 11 12 13
CN1CC[C@H](C(=O)OF)[C@@H](c2ccccc2-c2ccccc2)C1,COC(=O)[C@H]1CCN(C)C[C@@H]1c1ccccc1,evolved,0.444,0.863,3.08,,7,8 16 17 18 19 20 21
CN1CC[C@H](C(=O)OCc2ccccc2)[C@@H](c2ccccc2)C1,COC(=O)[C@H]1CCN(C)C[C@@H]1c1ccccc1,evolved,0.645,0.81,2.64,,6,9 10 11 12 13 14
CN1CC[C@H](c2ccccc2)[C@@H](c2ccccc2)C1,COC(=O)[C@H]1CCN(C)C[C@@H]1c1ccccc1,evolved,0.464,0.782,2.54,,6,5 6 7 8 9 10
CCS(=O)c1nc2ccc(OC)cc2[nH]1,CC(=O)Oc1ccccc1C(=O)O.COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,evolved,0.413,0.863,2.89,,1,0
COc1ccc2nc(S(=O)c3ccccc3C(=O)O)[nH]c2c1,CC(=O)Oc1ccccc1C(=O)O.COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,evolved,0.431,0.771,2.84,,9,10 11 12 13 14 15 16 17 18
CN(c1nc(N)c(/C=C/F)c(-c2ccc(F)cc2)n1)S(C)(=O)=O,CC(=O)CC(O)CC(O)/C=C/c1c(-c2ccc(F)cc2)nc(N(C)S(C)(=O)=O)nc1C(C)C,evolved,0.411,0.922,2.94,,2,5 9
CC(C)(CCCOc1ccccc1)C(=O)O,CCC(O)c1cc(OCCCC(C)(C)C(=O)O)ccc1OCCCC(C)(C)C(=O)O,evolved,0.444,0.753,1.78,,0,
CCCOc1ccc(OC)c(C(O)CC)c1,CCC(O)c1cc(OCCCC(C)(C)C(=O)O)ccc1OCCCC(C)(C)C(=O)O,evolved,0.446,0.807,2.34,,0,
COc1ccccc1/C=C(/CCO)c1ccccc1,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.491,0.826,1.95,,2,11 12
COc1ccccc1/C=C(\Cl)CCO,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.411,0.832,2.44,,3,10 12 13
COc1ccccc1/C=C(\Cl)c1ccccc1,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.538,0.726,1.85,,1,10
COCC/C(=C/c1ccccc1OC)c1ccccc1,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.475,0.728,1.94,,3,0 1 2
CCC/C(=C/c1ccccc1OC)c1ccccc1,COc1ccccc1/C=C(/C(=O)O)c1ccccc1,evolved,0.491,0.678,1.85,,2,0 1
